Gene Name,UniProt ID
DRD1,P21728
KCNV2,Q8TDN2
CEP152,O94986
TUBD1,Q9UJT1
WHRN,Q9P202
SPA17,Q15506
GLRX5,Q86SX6
H3-3B,P84243
STAR,P49675
TAPBP,O15533
CDK5RAP1,Q96SZ6
CA8,P35219
PMEL,P40967
CD180,Q99467
SLC46A1,Q96NT5
MT-CO3,P00414
CUX1,Q13948
TRA,P0DSE1
ECHS1,P30084
DBI,P07108
SLC39A14,Q15043
POLE,Q07864
ADAM30,Q9UKF2
EHMT1,Q9H9B1
NONO,Q15233
HTR7,P34969
SENP1,Q9P0U3
SMARCC1,Q92922
RAN,P62826
PIAS3,Q9Y6X2
CIAO1,O76071
SAFB,Q15424
AMOT,Q4VCS5
PDLIM5,Q96HC4
TRIP6,Q15654
GPSM1,Q86YR5
CHST4,Q8NCG5
KCTD19,Q17RG1
CACTIN,Q8WUQ7
H3C15,Q71DI3
DENND1B,Q6P3S1
CLDN18,P56856
CNGB1,Q14028
SLAMF6,Q96DU3
LY75,O60449
ETV6,P41212
HSF1,Q00613
CWH43,Q9H720
SERP1,Q9Y6X1
RPS6KA1,Q15418
PDPK1,O15530
GJD2,Q9UKL4
MYCN,P04198
EXT1,Q16394
RBM20,Q5T481
CDK6,Q00534
CAMK2D,Q13557
CDH13,P55290
MAPRE1,Q15691
SLC25A5,P05141
CUL5,Q93034
PARG,Q86W56
PUM1,Q14671
GIT1,Q9Y2X7
OXSR1,O95747
SVIL,O95425
AKAP8,O43823
TELO2,Q9Y4R8
THOC2,Q8NI27
CAND1,Q86VP6
ANAPC7,Q9UJX3
AP2A2,O94973
OBSL1,O75147
HEATR1,Q9H583
STAU2,Q9NUL3
YTHDF3,Q7Z739
TXLNG,Q9NUQ3
CNOT10,Q9H9A5
FUBP3,Q96I24
YLPM1,P49750
SOCS7,O14512
C1orf122,Q6ZSJ8
HNRNPCL2,B2RXH8
CDCA7,Q9BWT1
NXN,Q6DKJ4
CLTRN,Q9HBJ8
PTPRJ,Q12913
CLCF1,Q9UBD9
PATZ1,Q9HBE1
TRIM39,Q9HCM9
POMGNT1,Q8WZA1
CNTFR,P26992
CDK11B,P21127
OTUB1,Q96FW1
EIF4E2,O60573
LINC01619,G3V211
OASL,Q15646
RHOC,P08134
DNM3,Q9UQ16
RSF1,Q96T23
LEF1,Q9UJU2
XPR1,Q9UBH6
GTF2E2,P29084
MPLKIP,Q8TAP9
OTULINL,Q9NUU6
CSN2,P05814
SSTR3,P32745
IKZF3,Q9UKT9
TWNK,Q96RR1
UPK1A,O00322
SPATA7,Q9P0W8
PLA2G4F,Q68DD2
NXT2,Q9NPJ8
TTLL6,Q8N841
CIBAR2,Q6ZTR7
STX19,Q8N4C7
PRKCB,P05771
MKNK1,Q9BUB5
POLR2A,P24928
PLN,P26678
PICK1,Q9NRD5
PIP4K2A,P48426
CEP55,Q53EZ4
PTBP2,Q9UKA9
RIOK2,Q9BVS4
CSMD1,Q96PZ7
EXOSC1,Q9Y3B2
MBNL2,Q5VZF2
SDCBP2,Q9H190
PPP1R12B,O60237
ABLIM1,O14639
CNOT11,Q9UKZ1
IFT56,A0AVF1
HSPE1,P61604
ABCB8,Q9NUT2
WASHC5,Q12768
SMCHD1,A6NHR9
MTMR2,Q13614
KERA,O60938
SNCG,O76070
CRYBA4,P53673
SLC4A11,Q8NBS3
ADAMTSL4,Q6UY14
CRYGS,P22914
PLEKHA7,Q6IQ23
TMEM98,Q9Y2Y6
PRSS56,P0CW18
PNMA2,Q9UL42
CDH3,P22223
POLR1G,O15446
KCNJ1,P48048
TCTN2,Q96GX1
TCTN3,Q6NUS6
ARL13B,Q3SXY8
TMEM231,Q9H6L2
B9D1,Q9UPM9
FOXD3,Q9UJU5
HARS1,P12081
TXK,P42681
MGLL,Q99685
SMS,P52788
MMP11,P24347
S100A6,P06703
ICAM4,Q14773
OSBPL9,Q96SU4
STK40,Q8N2I9
LRRC25,Q8N386
TIMM8A,O60220
SMARCAL1,Q9NZC9
PSMA6,P60900
CRAT,P43155
GRIK1,P39086
PLD2,O14939
PRCP,P42785
TUFM,P49411
HNRNPH1,P31943
NUP153,P49790
DECR1,Q16698
DHX30,Q7L2E3
HNRNPF,P52597
HNRNPM,P52272
NLK,Q9UBE8
SPEN,Q96T58
CELF1,Q92879
NOS1AP,O75052
CLTB,P09497
LRRFIP2,Q9Y608
NAP1L1,P55209
RBBP6,Q7Z6E9
RSU1,Q15404
CD109,Q6YHK3
CHCHD3,Q9NX63
RIOK1,Q9BRS2
RPP30,P78346
ATAD3B,Q5T9A4
STRBP,Q96SI9
ZG16B,Q96DA0
CLTA,P09496
DHX57,Q6P158
TPRN,Q4KMQ1
USP6NL,Q92738
UBN2,Q6ZU65
ZC3H4,Q9UPT8
ZNF512,Q96ME7
EID1,Q9Y6B2
C16orf96,A6NNT2
HERC4,Q5GLZ8
AMY2B,P19961
MAX,P61244
LHCGR,P22888
CLN3,Q13286
POU2F1,P14859
COG8,Q96MW5
SMARCC2,Q8TAQ2
CD72,P21854
GPSM3,Q9Y4H4
ALAS1,P13196
KLHL24,Q6TFL4
TSPY1,Q01534
UTRN,P46939
PER3,P56645
SFN,P31947
MFSD2A,Q8NA29
LPP,Q93052
TREH,O43280
PSORS1C1,Q9UIG5
SYNJ2BP,P57105
SLC37A1,P57057
ATL1,Q8WXF7
MYF5,P13349
NKX2-5,P52952
IVD,P26440
UFD1,Q92890
NUP37,Q8NFH4
PCCA,P05165
EDARADD,Q8WWZ3
MAPKAP1,Q9BPZ7
RAB28,P51157
TMIGD1,Q6UXZ0
PAX8,Q06710
BHMT,Q93088
PCDH15,Q96QU1
G6PC2,Q9NQR9
GOPC,Q9HD26
ZNF582,Q96NG8
SPAG11B,Q08648
UPF2,Q9HAU5
ARHGEF12,Q9NZN5
CISD2,Q8N5K1
METTL9,Q9H1A3
CLDN11,O75508
CAPN14,A8MX76
LAMA5,O15230
GFPT1,Q06210
GSS,P48637
DPYSL2,Q16555
DAB1,O75553
SMARCA5,O60264
EML4,Q9HC35
KTN1,Q86UP2
SECISBP2,Q96T21
CSRP2,Q16527
RAB11FIP5,Q9BXF6
GFPT2,O94808
LEMD2,Q8NC56
SF3A1,Q15459
SSR1,P43307
MYO1D,O94832
RGN,Q15493
USP21,Q9UK80
GNG12,Q9UBI6
GTF2H3,Q13889
RBM22,Q9NW64
TBL3,Q12788
IMP3,Q9NV31
NSA2,O95478
PDCD5,O14737
NOL7,Q9UMY1
DDX51,Q8N8A6
CMSS1,Q9BQ75
PRRC2B,Q5JSZ5
RPS19BP1,Q86WX3
AHNAK2,Q8IVF2
CCDC59,Q9P031
STK31,Q9BXU1
NSMCE2,Q96MF7
LIN28B,Q6ZN17
CDH17,Q12864
C1orf141,Q5JVX7
MAPK8IP1,Q9UQF2
SP7,Q8TDD2
ZDHHC6,Q9H6R6
ARPC5L,Q9BPX5
ZDHHC12,Q96GR4
LY6S,P0DTL4
SLC36A2,Q495M3
SLC30A2,Q9BRI3
COL9A3,Q14050
ASPN,Q9BXN1
FOXN1,O15353
SMN1,Q16637
OR2B11,Q5JQS5
GNB3,P16520
FZD3,Q9NPG1
TTBK2,Q6IQ55
RAMP2,O60895
RAMP3,O60896
TRIP11,Q15643
RAB3IP,Q96QF0
CA3,P07451
SDR9C7,Q8NEX9
SASH3,O75995
TBL1XR1,Q9BZK7
S100A1,P23297
IL27RA,Q6UWB1
CYP4F8,P98187
MPDU1,O75352
ASPRV1,Q53RT3
TEAD1,P28347
PFKP,Q01813
STK3,Q13188
FBXW11,Q9UKB1
KIF20A,O95235
TFCP2,Q12800
EEF1G,P26641
MBD3,O95983
LYAR,Q9NX58
MRPL15,Q9P015
AGPAT1,Q99943
PNPLA6,Q8IY17
NR5A1,Q13285
NFASC,O94856
AGA,P20933
KIF14,Q15058
SLC9A6,Q92581
NDUFA1,O15239
LTK,P29376
ANO1,Q5XXA6
NMUR1,Q9HB89
CCDC22,O60826
VRK1,Q99986
ARF1,P84077
SUFU,Q9UMX1
TLN2,Q9Y4G6
PLPBP,O94903
PRICKLE2,Q7Z3G6
DNALI1,O14645
EVPL,Q92817
LCA5,Q86VQ0
LYRM4,Q9HD34
CLUAP1,Q96AJ1
P3H4,Q92791
FAM161A,Q3B820
CRB3,Q9BUF7
TOGARAM1,Q9Y4F4
IQCA1L,A6NCM1
HLA-DMA,P28067
SATB1,Q01826
NCR2,O95944
NEK2,P51955
PTS,Q03393
DISC1,Q9NRI5
TTPA,P49638
GUCA1B,Q9UMX6
OLIG2,Q13516
CA1,P00915
NEURL3,Q96EH8
DBR1,Q9UK59
ENO3,P13929
SET,Q01105
KSR1,Q8IVT5
ARIH1,Q9Y4X5
STK38,Q15208
MRPS14,O60783
CEP68,Q76N32
GGNBP2,Q9H3C7
RND1,Q92730
SLC46A2,Q9BY10
ADARB2-AS1,A8MUL3
CDC45,O75419
RNF5,Q99942
VPS16,Q9H269
EPC2,Q52LR7
MDM4,O15151
BCL7B,Q9BQE9
FRMD4B,Q9Y2L6
DNM2,P50570
SPINK7,P58062
C8B,P07358
PPP3CA,Q08209
GPR101,Q96P66
ILK,Q13418
ZBTB16,Q05516
KDSR,Q06136
CAD,P27708
PPP2R1A,P30153
CARM1,Q86X55
NME2,P22392
PAK2,Q13177
DDX6,P26196
METAP2,P50579
RUVBL2,Q9Y230
STMN1,P16949
TUBB4B,P68371
ESRRG,P62508
SH3GL1,Q99961
TUBB2B,Q9BVA1
GART,P22102
TXN2,Q99757
SNW1,Q13573
CSE1L,P55060
MYO1C,O00159
PLCD3,Q8N3E9
TCERG1,O14776
UIMC1,Q96RL1
LYPLA2,O95372
NOLC1,Q14978
CD101,Q93033
DIMT1,Q9UNQ2
KLF13,Q9Y2Y9
GEMIN5,Q8TEQ6
S100A14,Q9HCY8
FBXW5,Q969U6
SMAP2,Q8WU79
RBMS3,Q6XE24
TMEM33,P57088
SPATS2L,Q9NUQ6
TNFAIP8,O95379
GNL3L,Q9NVN8
WDTC1,Q8N5D0
DEFB109B,Q30KR1
SP3,Q02447
TEX11,Q8IYF3
PRSS58,Q8IYP2
OC90,Q02509
IFRD1,O00458
KCNJ10,P78508
NEK1,Q96PY6
WNK4,Q96J92
IFT43,Q96FT9
IFT80,Q9P2H3
DYNC2I1,Q8WVS4
MLYCD,O95822
CPN2,P22792
DLG4,P78352
REV3L,O60673
CCDC47,Q96A33
CDK1,P06493
CPAP,Q9HC77
RCN2,Q14257
CCDC14,Q49A88
HCAR1,Q9BXC0
SOCS6,O14544
MRPS22,P82650
TSPOAP1,O95153
FOXL2,P58012
VWA2,Q5GFL6
XK,P51811
PRDX4,Q13162
SENP8,Q96LD8
IFITM2,Q01629
ATR,Q13535
SRSF6,Q13247
MCHR1,Q99705
COL6A1,P12109
RHOH,Q15669
NELFCD,Q8IXH7
KIRREL1,Q96J84
KANK2,Q63ZY3
UBE3C,Q15386
KCNMA1,Q12791
PGAM1,P18669
GBF1,Q92538
NTHL1,P78549
EIF4G3,O43432
SF3B4,Q15427
AP2B1,P63010
DDX20,Q9UHI6
EIF5,P55010
GABARAP,O95166
LRPPRC,P42704
EDC3,Q96F86
H2AZ1,P0C0S5
TLK1,Q9UKI8
XRN2,Q9H0D6
ITGB8,P26012
MCTP2,Q6DN12
PIP5K1A,Q99755
POGZ,Q7Z3K3
RBBP7,Q16576
SF3B2,Q13435
DIP2A,Q14689
EGFL7,Q9UHF1
LUC7L3,O95232
MAP1A,P78559
MBNL1,Q9NR56
SYNJ2,O15056
EEFSEC,P57772
NSFL1C,Q9UNZ2
SF1,Q15637
UBE2H,P62256
ANO9,A1A5B4
DDX47,Q9H0S4
EXOSC7,Q15024
H2AC20,Q16777
IPO5,O00410
PPP1R9A,Q9ULJ8
RRN3,Q9NYV6
SFXN1,Q9H9B4
SYTL4,Q96C24
EIF4ENIF1,Q9NRA8
LUC7L2,Q9Y383
MGA,Q8IWI9
RPS21,P63220
UBA3,Q8TBC4
ACTR1A,P61163
DDX54,Q8TDD1
MRPS18B,Q9Y676
PRPF40A,O75400
NUDT2,P50583
OSBPL3,Q9H4L5
PNN,Q9H307
PTBP3,O95758
ASCC2,Q9H1I8
CNN2,Q99439
DNAJC9,Q8WXX5
JPT1,Q9UK76
NOC3L,Q8WTT2
SYAP1,Q96A49
AKIP1,Q9NQ31
EXOSC6,Q5RKV6
KPRP,Q5T749
LRWD1,Q9UFC0
SCML2,Q9UQR0
H2BC11,P06899
MAP1LC3C,Q9BXW4
MARF1,Q9Y4F3
SNX18,Q96RF0
ZC3H7A,Q8IWR0
ZNF326,Q5BKZ1
ZNF346,Q9UL40
DDX27,Q96GQ7
DHX33,Q9H6R0
PDAP1,Q13442
RAB15,P59190
CCDC137,Q6PK04
KLF16,Q9BXK1
RIOX1,Q9H6W3
MEX3A,A1L020
ZMYM1,Q5SVZ6
ZNF787,Q6DD87
OPTC,Q9UBM4
ABCB5,Q2M3G0
TUBGCP6,Q96RT7
AP4B1,Q9Y6B7
SYNE2,Q8WXH0
FIS1,Q9Y3D6
SOX4,Q06945
MIA3,Q5JRA6
IGFBP4,P22692
MAP3K4,Q9Y6R4
PARD3,Q8TEW0
NAV2,Q8IVL1
ATG14,Q6ZNE5
PGGT1B,P53609
USP38,Q8NB14
BLOC1S1,P78537
CLDN8,P56748
DHODH,Q02127
CDKL5,O76039
MARVELD2,Q8N4S9
ANXA6,P08133
CEP72,Q9P209
HCCS,P53701
PRAC2,D3DTV9
DPP7,Q9UHL4
SMN2,Q16637
PRPF4,O43172
CEP135,Q66GS9
CETN3,O15182
SASS6,Q6UVJ0
SLC22A7,Q9Y694
SLC22A11,Q9NSA0
ATOX1,O00244
PTPN3,P26045
OTOF,Q9HC10
TMEM106B,Q9NUM4
APBB1IP,Q7Z5R6
GDI1,P31150
MARK3,P27448
OGT,O15294
EPB41,P11171
MYL3,P08590
NUMB,P49757
TTK,P33981
SLC16A3,O15427
TDP2,O95551
UBTF,P17480
DPM1,O60762
ERLIN2,O94905
KIF23,Q02241
MCM6,Q14566
MYL1,P05976
NDUFS6,O75380
SARS1,P49591
CDK13,Q14004
GABARAPL2,P60520
RPL26,P61254
AGO1,Q9UL18
CDC27,P30260
CHD5,Q8TDI0
CPSF3,Q9UKF6
EXOSC2,Q13868
MACF1,O94854
MTHFD2,P13995
NDUFA2,O43678
POLRMT,O00411
TOP1MT,Q969P6
UBR5,O95071
AGTPBP1,Q9UPW5
ASCC3,Q8N3C0
BRPF1,P55201
CCT7,Q99832
DNMBP,Q6XZF7
EMG1,Q92979
EXOSC8,Q96B26
GABARAPL1,Q9H0R8
JPH1,Q9HDC5
KDM2A,Q9Y2K7
MAGED1,Q9Y5V3
NEXN,Q0ZGT2
OLA1,Q9NTK5
PPIL1,Q9Y3C6
PSMD6,Q15008
SIGLEC7,Q9Y286
SMC5,Q8IY18
SYNE1,Q8NF91
TRIOBP,Q9H2D6
ARF5,P84085
ASCC1,Q8N9N2
ASF1B,Q9NVP2
CPSF1,Q10570
DDX23,Q9BUQ8
EIF3H,O15372
ESPL1,Q14674
EXOSC5,Q9NQT4
FAM50A,Q14320
GSPT1,P15170
MYL6,P60660
TAF6,P49848
TOP3B,O95985
TRIP4,Q15650
USP16,Q9Y5T5
CDK11A,Q9UQ88
CHI3L2,Q15782
CHMP5,Q9NZZ3
DHX29,Q7Z478
GEMIN2,O14893
GEMIN4,P57678
MYCBP2,O75592
SMC2,O95347
SNRPD2,P62316
STRAP,Q9Y3F4
TIMM50,Q3ZCQ8
ATP5F1C,P36542
BCAR3,O75815
COTL1,Q14019
DIS3L,Q8TF46
DNAJA3,Q96EY1
EIF3B,P55884
GEN1,Q17RS7
GSPT2,Q8IYD1
GTPBP4,Q9BZE4
H1-3,P16402
INO80,Q9ULG1
KCTD3,Q9Y597
KIFC1,Q9BW19
LIMD1,Q9UGP4
MAP7,Q14244
NECAP1,Q8NC96
NSRP1,Q9H0G5
PES1,O00541
POLDIP3,Q9BY77
POLR3C,Q9BUI4
PPP1R10,Q96QC0
RPS15,P62841
SHC3,Q92529
SMNDC1,O75940
SRRM1,Q8IYB3
SUPT16H,Q9Y5B9
TAF1C,Q15572
TAF9,Q16594
THOC6,Q86W42
TMOD3,Q9NYL9
TNS3,Q68CZ2
TSR1,Q2NL82
TUT4,Q5TAX3
YTHDC2,Q9H6S0
ABR,Q12979
ADGRA3,Q8IWK6
ASF1A,Q9Y294
CCT6A,P40227
CHERP,Q8IWX8
DDX24,Q9GZR7
FNBP1L,Q5T0N5
FRMPD4,Q14CM0
KATNAL2,Q8IYT4
LCOR,Q96JN0
LUC7L,Q9NQ29
MRPS12,O15235
NECAP2,Q9NVZ3
PPFIA1,Q13136
PRPF19,Q9UMS4
RBM15,Q96T37
RBM39,Q14498
RPL18A,Q02543
RRP1B,Q14684
SRGAP2,O75044
TCEA1,P23193
THOC1,Q96FV9
TRMT2A,Q8IZ69
TWF1,Q12792
WDR77,Q9BQA1
XAB2,Q9HCS7
ZNF292,O60281
ACAP1,Q15027
CLK3,P49761
DDX50,Q9BQ39
DDX52,Q9Y2R4
EIF3L,Q9Y262
FBXO28,Q9NVF7
GLYR1,Q49A26
GTF2H4,Q92759
PHF3,Q92576
RAB34,P0DI83
SLC25A18,Q9H1K4
TPD52L2,O43399
TUBAL3,A6NHL2
ZFYVE1,Q9HBF4
ACOT9,Q9Y305
ATP5MG,O75964
CMAS,Q8NFW8
CRNKL1,Q9BZJ0
EXOC1,Q9NV70
FAM83D,Q9H4H8
IP6K1,Q92551
METTL13,Q8N6R0
MYL6B,P14649
NUSAP1,Q9BXS6
PCLAF,Q15004
PHF10,Q8WUB8
PPIL4,Q8WUA2
RBM25,P49756
SAFB2,Q14151
SEC61B,P60468
SEPTIN8,Q92599
SFXN3,Q9BWM7
SMC6,Q96SB8
SNRPB2,P08579
THOC5,Q13769
USP36,Q9P275
AGO3,Q9H9G7
CAMSAP1,Q5T5Y3
CORO1C,Q9ULV4
DCLRE1A,Q6PJP8
DDX28,Q9NUL7
DDX46,Q7L014
EDF1,O60869
EXOSC4,Q9NPD3
GLIPR2,Q9H4G4
GNL1,P36915
H2AZ2,Q71UI9
HELZ,P42694
KIN,O60870
LARP1B,Q659C4
MYBBP1A,Q9BQG0
MYO5C,Q9NQX4
NIBAN2,Q96TA1
NUDT5,Q9UKK9
PFDN2,Q9UHV9
PHF12,Q96QT6
REXO4,Q9GZR2
RPL36A,P83881
RTRAF,Q9Y224
SEPTIN11,Q9NVA2
SH3BGRL3,Q9H299
SHKBP1,Q8TBC3
SMG5,Q9UPR3
TAF1A,Q15573
TAF1B,Q53T94
TAF7,Q15545
TCF25,Q9BQ70
TDRD3,Q9H7E2
WDR82,Q6UXN9
ZNF24,P17028
ZNHIT6,Q9NWK9
ABI3BP,Q7Z7G0
BRIX1,Q8TDN6
FTSJ3,Q8IY81
GCN1,Q92616
GTSE1,Q9NYZ3
HAUS6,Q7Z4H7
ING2,Q9H160
KLHDC4,Q8TBB5
KRT78,Q8N1N4
NAA30,Q147X3
NELFE,P18615
NOL11,Q9H8H0
NSMCE4A,Q9NXX6
PAK1IP1,Q9NWT1
PDCD11,Q14690
PLEKHG3,A1L390
POLR2H,P52434
RAB3B,P20337
SRPRB,Q9Y5M8
TRMT112,Q9UI30
TTC3,P53804
UTP18,Q9Y5J1
WDR43,Q15061
ZNF703,Q9H7S9
FAM120C,Q9NX05
FAM98B,Q52LJ0
H2AC11,P0C0S8
MICALL1,Q8N3F8
NFX1,Q12986
NFXL1,Q6ZNB6
NOC4L,Q9BVI4
PPP1R18,Q6NYC8
RBM27,Q9P2N5
RBMX2,Q9Y388
RPP38,P78345
SPCS2,Q15005
TADA3,O75528
UTP23,Q9BRU9
WDR83,Q9BRX9
ZNF629,Q9UEG4
ARGLU1,Q9NWB6
C11orf58,O00193
CD2BP2,O95400
CENPP,Q6IPU0
CPED1,A4D0V7
GTF2H2C,Q6P1K8
HNRNPUL2,Q1KMD3
ICE2,Q659A1
KIF18B,Q86Y91
LARP4B,Q92615
MRPL36,Q9P0J6
NOL10,Q9BSC4
NOP16,Q9Y3C1
PRRC2C,Q9Y520
RBM33,Q96EV2
RNF214,Q8ND24
RRP1,P56182
RRS1,Q15050
SBSN,Q6UWP8
SHC4,Q6S5L8
U2SURP,O15042
UNK,Q9C0B0
UTP15,Q8TED0
UTP3,Q9NQZ2
WDR3,Q9UNX4
WIZ,O95785
ZNF330,Q9Y3S2
ZNF622,Q969S3
CNN3,Q15417
H2AC12,Q96KK5
H2BC4,P62807
IMP4,Q96G21
LIMCH1,Q9UPQ0
LSM14B,Q9BX40
MRPL14,Q6P1L8
MRPL4,Q9BYD3
PATL1,Q86TB9
POLR1F,Q3B726
PRR11,Q96HE9
R3HDM1,Q15032
RPUSD3,Q6P087
RRP12,Q5JTH9
SCCPDH,Q8NBX0
SPATS2,Q86XZ4
TAF1D,Q9H5J8
ANKHD1,Q8IWZ3
FAM193A,P78312
FIZ1,Q96SL8
H2AC14,Q99878
HAUS8,Q9BT25
INO80E,Q8NBZ0
MRPL22,Q9NWU5
MRPS15,P82914
NRDE2,Q9H7Z3
PYM1,Q9BRP8
TBC1D10B,Q4KMP7
TEX10,Q9NXF1
TMEM131,Q92545
TRIR,Q9BQ61
ZC3H15,Q8WU90
ZNF207,O43670
AVPI1,Q5T686
CCDC86,Q9H6F5
DNTTIP2,Q5QJE6
FLYWCH1,Q4VC44
H2AC18,Q6FI13
ITPRID2,P28290
LRCH3,Q96II8
MEPCE,Q7L2J0
MRPL30,Q8TCC3
MRPL9,Q9BYD2
PCGF6,Q9BYE7
PLEKHJ1,Q9NW61
TSR3,Q9UJK0
ZCCHC17,Q9NP64
ZMAT2,Q96NC0
AKAP17A,Q02040
ANKRD40,Q6AI12
C1orf35,Q9BU76
CHLSN,Q9BRJ6
DUSP11,O75319
FAM133B,Q5BKY9
FCF1,Q9Y324
GKAP1,Q5VSY0
H4C14,P62805
HAUS3,Q68CZ6
ISY1,Q9ULR0
JPT2,Q9H910
MAP7D1,Q3KQU3
MISP,Q8IVT2
NOL12,Q9UGY1
PCNP,Q8WW12
PTRH1,Q86Y79
RRP36,Q96EU6
UTP11,Q9Y3A2
ZFC3H1,O60293
ZNF593,O00488
GIN1,Q9NXP7
HNRNPA1L2,Q32P51
LLPH,Q9BRT6
LRRC47,Q8N1G4
MXRA7,P84157
SAMD1,Q6SPF0
SREK1IP1,Q8N9Q2
UTP20,O75691
C1orf174,Q8IYL3
RBMXL1,Q96E39
EIF3CL,B5ME19
NCCRP1,Q6ZVX7
SLX9,Q9NSI2
MCRIP2,Q9BUT9
TMA16,Q96EY4
WASHC2A,Q641Q2
TUBA4B,Q9H853
CCDC9B,Q6ZUT6
EIF2S3B,Q2VIR3
C11orf98,E9PRG8
IGKV2D-28,P01615
HNRNPCL4,P0DMR1
IGKV2-30,P06310
IGKV3-15,P01624
HNRNPCL3,B7ZW38
IGKV2-24,A0A0C4DH68
IGKV2D-40,P01614
IGKV2D-24,A0A075B6R9
IGKV2D-30,A0A075B6S6
DUOXA2,Q1HG44
SURF4,O15260
CLEC4G,Q6UXB4
BTN3A2,P78410
PGLYRP3,Q96LB9
ELOVL5,Q9NYP7
ADARB1,P78563
ATP2B3,Q16720
UQCRQ,O14949
CD300A,Q9UGN4
PNPO,Q9NVS9
DYRK1B,Q9Y463
RECQL4,O94761
ASH1L,Q9NR48
PIP,P12273
MSX1,P28360
HK2,P52789
EMP2,P54851
ANLN,Q9NQW6
RREB1,Q92766
DAAM2,Q86T65
NUP205,Q92621
GAPVD1,Q14C86
TBC1D8B,Q0IIM8
CFAP221,Q4G0U5
WASF2,Q9Y6W5
DLD,P09622
OGDH,Q02218
TRPM1,Q7Z4N2
NIN,Q8N4C6
VANGL2,Q9ULK5
ODF2,Q5BJF6
IFT25,Q9Y547
CPLANE2,Q9BU20
ATP5F1B,P06576
RAB2A,P61019
ELMOD1,Q8N336
ABHD1,Q96SE0
RNASE11,Q8TAA1
IMPDH1,P20839
PRKCSH,P14314
ARL3,P36405
MIPEP,Q99797
KDM5D,Q9BY66
NRL,P54845
OPN1SW,P03999
CERKL,Q49MI3
IFT57,Q9NWB7
ARL2BP,Q9Y2Y0
SPAG6,O75602
UPK2,O00526
CEP97,Q8IW35
CNTLN,Q9NXG0
IFT20,Q8IY31
IFT52,Q9Y366
MYO1G,B0I1T2
POC5,Q8NA72
RABIF,P47224
PKD1L1,Q8TDX9
IFT70B,Q8N4P2
FHIP1B,Q8N612
TMPPE,Q6ZT21
HMHB1,O97980
STIL,Q15468
IFNL2,Q8IZJ0
VANGL1,Q8TAA9
TMTC1,Q8IUR5
TCF19,Q9Y242
SULF2,Q8IWU5
ZAN,Q9Y493
AMPD1,P23109
MYH2,Q9UKX2
MAP3K12,Q12852
NRF1,Q16656
PSMB7,Q99436
ZBTB17,Q13105
GNG2,P59768
HECTD3,Q5T447
TRPC4AP,Q8TEL6
ARSH,Q5FYA8
SLU7,O95391
FOXQ1,Q9C009
CCL4L1,Q8NHW4
ERVK-6,Q69384
ECSIT,Q9BQ95
IFIT1,P09914
BCKDK,O14874
PLEKHM1,Q9Y4G2
DSE,Q9UL01
CHST14,Q8NCH0
COL9A2,Q14055
MATN3,O15232
TGM5,O43548
TRAPPC2,P0DI81
NAXD,Q8IW45
ZFAT,Q9P243
HTR2B,P41595
HTR6,P50406
FNBP1,Q96RU3
TMEM18,Q96B42
GATD3,P0DPI2
PIM2,Q9P1W9
SLC27A2,O14975
SLC25A17,O43808
KCNK6,Q9Y257
KRTDAP,P60985
RSRP1,Q9BUV0
KRTAP9-2,Q9BYQ4
PRY,O14603
PRY2,O14603
HCN2,Q9UL51
ACSS2,Q9NR19
EPHB3,P54753
BMX,P51813
USP15,Q9Y4E8
SCO1,O75880
M6PR,P20645
PCYT2,Q99447
SELENBP1,Q13228
GSTM2,P28161
PDP2,Q9P2J9
KMT2B,Q9UMN6
MAP3K6,O95382
MTMR6,Q9Y217
TTC19,Q6DKK2
CES3,Q6UWW8
ESRP1,Q6NXG1
NCAPH2,Q6IBW4
STAM2,O75886
CERS4,Q9HA82
CITED1,Q99966
DIDO1,Q9BTC0
MED4,Q9NPJ6
NUBP1,P53384
RDH13,Q8NBN7
SEM1,P60896
TOX,O94900
CIR1,Q86X95
POFUT2,Q9Y2G5
RBM6,P78332
SNRPG,P62308
CFDP1,Q9UEE9
COA5,Q86WW8
DHRS11,Q6UWP2
DPEP2,Q9H4A9
PSPC1,Q8WXF1
PTRHD1,Q6GMV3
SH3BP1,Q9Y3L3
XPO7,Q9UIA9
CEND1,Q8N111
SCAMP3,O14828
CACFD1,Q9UGQ2
MOB2,Q70IA6
NOL9,Q5SY16
ORMDL1,Q9P0S3
PCBP4,P57723
PROM2,Q8N271
PSKH1,P11801
STRIP1,Q5VSL9
MED24,O75448
THYN1,Q9P016
BAIAP2L2,Q6UXY1
CES4A,Q5XG92
ENY2,Q9NPA8
RRP15,Q9Y3B9
SYF2,O95926
SURF6,O75683
PDZD9,Q8IXQ8
THEM6,Q8WUY1
GATD1,Q8NB37
ZNF83,P51522
NOTCH2NLC,P0DPK4
FAM20C,Q8IXL6
GNAI1,P63096
SOX11,P35716
TRPS1,Q9UHF7
TMC6,Q7Z403
TRIM62,Q9BVG3
PHYH,O14832
HLA-DMB,P28068
CTHRC1,Q96CG8
ACVR2A,P27037
TGFBI,Q15582
SHOX2,O60902
CGB3,P0DN86
ALDH7A1,P49419
OAS3,Q9Y6K5
DHX58,Q96C10
HBZ,P02008
PRR4,Q16378
AKT3,Q9Y243
SLC43A3,Q8NBI5
DCAF4,Q8WV16
ATP1B1,P05026
AKR1C2,P52895
ALS2,Q96Q42
LAP3,P28838
SEC13,P55735
